id,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10,Pregunta11,Pregunta12,Pregunta13,Pregunta14,Pregunta15,Pregunta16,Pregunta17,Pregunta18,Pregunta19,Pregunta20,Pregunta21,TOTAL
298,0,2,2,0,1,1,2,3,1,2,1,3,0,1,1,2,1,0,0,0,0,23
299,3,2,0,2,1,1,0,2,0,1,2,2,2,2,3,1,0,2,1,0,1,28
300,0,0,1,1,0,3,3,3,0,0,2,3,0,3,0,2,0,0,0,0,1,22
301,0,2,2,0,2,1,2,3,0,2,3,2,1,0,1,1,3,1,0,3,0,29
302,3,0,3,2,3,2,1,0,0,1,1,3,1,2,3,2,1,1,0,3,1,33
303,1,2,3,2,0,3,2,3,3,0,2,0,0,0,1,2,2,3,2,2,1,34
304,0,0,1,1,2,3,2,2,2,1,0,2,3,3,1,1,3,0,3,0,2,32
305,0,0,3,0,1,3,2,3,1,1,3,2,2,3,3,0,0,0,0,1,2,30
306,0,1,2,0,1,0,1,0,1,1,3,0,0,0,0,3,1,1,2,2,3,22
307,0,0,2,0,2,2,3,3,0,2,1,0,2,3,1,3,1,3,3,1,0,32
308,0,2,1,2,0,2,2,1,2,2,1,3,3,3,0,3,2,1,0,3,0,33
309,2,1,2,0,0,1,2,2,3,2,1,0,1,3,0,3,2,0,2,3,0,30
310,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,16
311,3,1,0,0,3,2,3,1,1,3,2,1,0,3,2,2,0,3,0,1,1,32
312,3,1,1,1,3,0,2,0,0,2,3,3,3,0,3,0,0,0,2,0,0,27
313,0,3,2,1,1,0,0,1,0,2,0,2,3,2,2,0,3,0,1,2,1,26
314,2,3,1,3,2,3,0,0,1,2,0,0,0,2,2,1,2,0,3,1,2,30
315,3,3,3,1,1,1,3,2,1,0,0,2,1,0,2,3,0,2,1,1,1,31
316,0,1,1,1,2,3,2,3,2,2,2,0,2,3,0,0,0,1,0,2,3,30
317,1,1,3,0,3,1,0,1,0,2,3,0,1,0,1,3,3,2,3,1,2,31
318,1,0,3,2,1,1,3,2,3,2,2,0,2,1,0,1,2,2,3,3,1,35
319,2,0,2,1,2,2,0,3,0,0,3,2,3,2,3,1,1,0,0,3,0,30
320,0,0,3,0,0,3,0,2,0,3,2,1,3,1,3,1,0,3,1,0,3,29
321,1,1,2,1,3,1,2,3,2,0,2,0,3,0,0,1,0,1,2,1,1,27
322,3,0,3,3,2,1,1,0,2,3,1,3,0,1,0,1,0,0,3,1,3,31
323,1,0,0,2,3,0,3,2,3,1,3,0,3,3,2,1,1,1,2,1,3,35
324,1,0,3,2,1,1,2,2,2,1,1,0,3,2,2,1,1,0,0,0,1,26
325,2,0,3,0,1,3,3,3,2,1,0,0,2,0,0,2,3,1,0,1,3,30
326,0,1,2,2,0,2,1,2,1,0,1,2,1,3,0,1,0,0,0,2,3,24
327,1,2,1,3,0,3,1,1,3,1,0,1,1,3,0,1,0,0,0,3,3,28
328,0,2,2,3,0,3,1,2,1,3,0,1,1,0,2,2,1,2,2,3,2,33
329,1,2,2,0,3,1,3,0,2,2,0,0,3,0,0,2,2,3,2,1,1,30
330,2,3,1,2,1,2,0,2,1,3,1,2,0,0,2,3,1,3,2,0,1,32
331,0,1,2,2,1,1,2,3,3,1,0,0,0,0,1,3,0,2,2,0,1,25
332,0,2,3,1,2,2,2,2,2,0,1,2,2,3,0,0,1,0,0,1,0,26
333,0,1,1,3,1,0,3,1,1,1,2,2,0,3,1,3,3,2,3,3,2,36
334,0,2,2,2,3,3,1,1,2,1,3,1,0,0,0,0,3,2,2,3,2,33
335,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
336,2,1,3,0,3,2,3,1,0,3,3,3,1,3,2,0,3,0,2,0,3,38
337,2,1,3,3,0,0,2,0,1,3,3,1,3,2,0,0,3,1,0,1,3,32
338,3,1,0,3,1,2,1,2,0,0,2,2,1,2,0,3,1,2,0,1,2,29
339,1,2,1,0,0,1,1,2,3,2,0,0,2,0,2,1,3,3,2,3,2,31
340,1,3,0,3,0,2,1,3,3,3,0,0,1,3,1,1,2,0,3,2,2,34
341,3,1,3,2,1,1,2,3,2,2,1,2,1,2,2,3,0,2,1,3,3,40
342,1,1,2,0,3,3,2,1,2,1,3,0,3,1,1,0,2,2,3,3,2,36
343,2,1,1,0,2,3,0,0,1,0,1,3,0,0,2,0,1,1,2,2,2,24
344,3,3,0,3,3,2,0,1,3,1,0,2,1,1,1,0,3,1,2,1,3,34
345,0,1,1,0,2,0,1,2,2,3,1,3,0,3,3,1,1,3,1,2,1,31
346,1,3,2,3,1,1,3,1,2,3,3,1,3,3,2,2,0,1,2,2,3,42
347,3,1,0,1,1,0,2,2,3,3,1,3,0,2,0,2,0,1,0,1,1,27
348,0,2,3,2,2,3,1,3,0,0,1,3,3,2,0,2,3,0,2,0,2,34
349,3,2,2,2,2,0,1,1,1,2,1,0,1,0,3,1,2,2,3,1,0,30
350,1,0,3,2,1,2,1,2,0,1,1,0,3,0,1,3,0,2,1,1,1,26
351,3,2,0,3,1,0,3,0,3,2,2,2,1,0,1,0,0,2,0,1,3,29
352,1,1,3,2,1,1,2,1,3,3,1,3,2,1,2,2,3,0,1,2,1,36
353,0,1,3,3,0,1,3,2,2,2,1,0,3,2,1,3,1,2,2,3,1,36
354,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
355,0,3,2,3,1,1,1,1,3,2,1,0,3,1,0,0,0,0,3,1,2,28
356,3,2,1,1,3,2,1,2,1,0,2,0,0,0,0,3,0,0,2,0,0,23
357,1,0,0,0,3,0,3,3,2,0,1,3,0,0,1,1,3,0,1,0,3,25
358,0,1,1,1,3,3,3,3,0,0,3,0,3,1,1,3,0,2,0,1,2,31
359,1,2,0,2,1,1,2,3,0,1,2,3,2,0,2,3,2,1,2,2,3,35
360,0,1,1,0,0,3,3,0,3,1,0,1,1,0,2,1,3,2,3,2,0,27
361,3,3,1,0,0,1,2,0,2,1,0,2,2,1,1,1,2,2,2,0,2,28
362,1,3,1,3,1,3,3,3,2,3,0,0,0,3,2,1,2,1,2,2,2,38
363,1,0,2,3,0,2,2,3,1,3,1,3,3,1,0,1,1,0,3,3,0,33
364,2,0,3,0,1,2,2,1,1,0,3,2,1,2,0,1,2,0,0,3,3,29
365,2,3,0,1,2,3,2,2,2,0,2,0,0,3,3,3,3,0,0,2,3,36
366,2,1,0,0,3,1,2,2,2,2,3,3,3,3,3,2,2,0,0,3,3,40
367,3,2,0,0,0,2,2,0,2,0,2,1,0,1,0,2,2,3,0,1,2,25
368,1,1,1,2,2,2,3,0,1,1,2,2,0,2,0,1,3,0,2,1,3,30
369,2,2,0,3,0,0,3,1,1,3,3,0,1,0,0,3,3,2,1,0,2,30
370,3,3,1,2,2,1,1,2,1,3,1,2,0,0,1,1,3,2,0,0,0,29
371,2,3,2,2,2,3,3,0,1,0,0,3,3,2,0,1,1,3,3,1,3,38
372,1,2,0,2,2,0,2,0,1,1,2,1,1,0,1,2,1,2,0,2,1,24
373,3,2,0,3,3,3,2,3,1,2,3,0,1,1,1,3,0,1,0,3,3,38
374,2,0,2,2,1,2,3,2,0,3,0,3,0,1,1,3,0,2,2,3,1,33
375,1,2,3,0,3,2,0,1,2,2,0,3,1,1,0,0,1,0,2,0,3,27
376,0,1,0,1,3,2,1,1,1,2,1,1,1,3,3,2,1,2,2,2,1,31
377,3,3,0,3,0,2,2,3,0,1,3,0,1,3,0,2,0,0,2,3,1,32
378,0,0,2,3,2,2,3,1,0,2,2,0,0,1,0,1,2,2,3,3,3,32
379,1,0,0,1,2,0,3,3,3,1,3,2,2,1,1,2,3,2,2,2,2,36
380,3,2,3,0,1,2,1,3,3,2,1,0,2,1,0,1,0,2,1,3,0,31
381,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
382,0,0,1,1,1,2,3,0,1,3,1,3,2,3,1,3,3,0,2,3,2,35
383,1,0,0,1,1,3,1,0,1,3,1,2,1,0,0,3,3,3,0,3,2,29
384,2,3,3,2,0,3,3,0,3,1,0,0,2,2,0,2,1,0,0,2,2,31
385,2,2,0,3,2,0,2,1,1,2,2,0,0,1,3,1,1,2,2,1,2,30
386,0,3,0,3,2,2,3,0,2,0,2,2,2,2,1,2,0,2,3,3,3,37
387,2,0,2,3,0,3,0,2,3,0,2,3,3,1,3,0,3,3,2,0,0,35
388,0,3,1,3,2,3,1,3,3,2,0,1,1,0,2,0,3,2,1,2,0,33
389,1,3,1,1,2,2,0,0,3,2,0,1,3,3,2,3,0,0,3,3,0,33
390,0,3,0,3,1,1,3,0,2,0,0,0,2,1,2,2,3,2,0,1,2,28
391,0,3,3,0,1,3,0,3,1,1,3,2,3,0,2,3,1,2,1,1,3,36
392,3,0,3,2,2,1,1,1,2,3,2,1,3,2,3,0,0,1,0,0,2,32
393,3,2,3,2,1,2,1,1,1,1,1,3,2,3,3,1,1,1,0,0,1,33
394,0,1,2,3,3,0,0,3,2,0,0,2,0,1,3,3,2,3,1,0,1,30
395,2,2,0,0,3,3,0,1,3,3,2,0,1,3,0,3,1,0,1,0,3,31
396,3,2,2,3,3,1,3,3,3,1,3,3,3,2,3,0,0,3,0,2,3,46
397,1,3,3,0,1,0,0,3,0,3,0,3,3,0,0,3,3,1,2,1,2,32
398,1,2,1,0,1,1,0,2,0,1,0,1,2,1,2,0,3,2,1,0,0,21
399,0,0,1,0,1,1,0,2,1,2,1,2,0,2,0,2,1,1,0,3,1,21
400,1,3,2,1,3,3,1,2,0,1,1,1,3,3,1,0,0,0,3,1,2,32
401,1,1,3,0,0,2,1,3,0,1,3,0,3,2,2,2,3,1,2,0,2,32
402,2,3,1,2,1,1,0,2,1,2,0,2,1,0,3,3,2,3,3,3,2,37
403,2,2,0,0,3,1,0,1,3,0,1,1,1,1,1,1,0,3,0,0,1,22
404,0,3,0,0,2,0,3,2,1,0,1,0,0,2,3,2,2,2,1,2,2,28
405,1,3,1,2,1,3,2,1,0,2,3,0,3,2,1,0,2,3,2,0,2,34
406,3,3,2,2,2,2,2,1,0,1,3,0,1,0,1,2,0,0,1,2,2,30
407,3,1,1,2,3,2,3,2,1,0,0,1,1,3,1,3,0,2,1,1,2,33
408,3,0,1,3,1,2,2,1,3,0,0,3,3,3,1,0,2,2,3,1,0,34
409,3,2,1,1,1,1,1,2,0,3,0,1,1,1,2,3,3,0,3,3,3,35
410,2,2,3,2,0,0,0,1,2,0,0,1,3,3,1,1,2,1,3,2,1,30
411,3,1,2,2,2,2,3,2,0,2,0,2,3,3,1,2,3,3,3,3,1,43
412,3,0,0,1,0,3,2,3,0,0,1,1,3,2,2,1,1,1,0,2,0,26
413,0,2,1,2,2,2,2,3,3,0,0,1,1,0,0,3,1,0,1,0,1,25
414,1,1,2,1,0,3,2,2,2,3,2,3,0,3,0,2,1,3,1,1,0,33
415,0,3,3,0,2,0,1,1,1,1,3,0,3,2,1,0,3,2,0,0,1,27
416,0,1,3,0,2,3,2,2,3,3,0,1,2,0,3,2,1,3,1,3,3,38
417,0,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
418,2,1,0,1,2,2,1,2,0,0,1,3,2,0,0,2,0,0,3,0,2,24
419,3,3,0,3,1,3,3,0,0,1,0,0,1,0,2,2,0,2,3,0,0,27
420,1,0,0,0,0,1,3,0,1,3,0,2,3,2,2,1,0,2,2,3,3,29
421,3,3,2,3,1,2,1,2,1,0,3,1,1,0,3,2,1,3,2,2,1,37
422,0,3,1,1,2,3,1,1,0,0,3,3,3,1,2,3,0,0,1,3,1,32
423,3,2,3,3,3,3,3,2,0,2,0,1,1,2,2,3,0,2,1,0,1,37
424,2,3,3,1,0,3,1,3,0,2,2,0,3,0,2,2,3,1,3,2,0,36
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,3,2,3,3,1,0,0,0,2,3,1,3,3,1,1,1,3,1,0,2,2,35
427,1,3,2,2,1,3,3,2,2,1,0,1,3,1,2,3,1,3,3,0,2,39
428,3,2,2,0,2,2,2,1,0,0,1,1,3,1,2,0,0,3,1,2,3,31
429,3,1,3,1,2,0,2,0,3,2,1,2,3,0,0,3,1,3,1,1,0,32
430,0,2,1,3,1,2,0,2,0,3,0,2,0,2,3,1,3,0,1,2,1,29
431,1,0,0,3,3,0,1,1,0,1,0,0,2,0,3,2,1,0,0,2,2,22
432,3,2,1,1,3,2,3,1,3,0,0,2,1,3,3,2,0,1,1,3,1,36
433,3,2,0,2,3,2,0,1,0,1,1,1,0,0,1,0,2,3,2,1,1,26
434,1,2,1,0,3,0,1,1,2,0,0,0,0,1,0,3,1,1,3,0,1,21
435,3,3,1,2,1,2,3,0,0,1,2,3,0,3,2,2,1,0,1,3,1,34
436,3,3,2,0,0,1,0,2,3,1,0,2,2,3,3,2,1,0,1,2,1,32
437,3,1,2,3,0,3,2,2,0,1,3,1,1,3,2,0,1,2,2,0,3,35
438,2,1,2,1,2,0,2,3,0,2,1,2,1,3,3,1,3,3,3,2,2,39
439,3,1,3,1,2,3,1,2,1,0,2,3,3,0,0,2,2,1,1,2,1,34
440,0,2,3,2,0,2,2,0,3,2,2,3,0,3,2,3,2,1,3,3,2,40
441,3,1,2,1,0,0,3,1,2,1,0,1,0,2,2,0,2,2,3,0,1,27
442,3,1,3,1,1,1,1,0,3,1,0,3,1,3,2,2,0,3,3,0,3,35
443,0,2,3,3,1,3,3,3,1,1,2,0,2,1,1,3,2,2,3,1,2,39
444,2,2,1,0,1,2,2,2,2,1,0,1,1,0,2,3,3,2,0,2,1,30
445,3,0,1,1,3,0,1,1,3,3,0,3,2,1,3,0,3,1,0,1,1,31
446,3,2,0,3,1,3,2,1,3,0,3,0,1,3,0,2,1,2,2,3,2,37
447,0,2,3,3,1,2,3,0,0,1,1,2,3,2,3,0,0,2,2,1,1,32
448,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13
449,2,2,1,2,2,1,3,0,1,1,3,3,0,3,3,1,0,1,0,2,0,31
450,1,0,2,1,2,1,3,1,2,2,1,2,1,1,1,2,1,3,0,3,1,31
451,1,1,2,3,3,3,2,0,1,2,3,1,2,0,2,2,0,2,3,0,2,35
452,1,3,0,1,1,1,3,0,3,2,2,1,2,2,3,2,0,2,1,3,0,33
453,3,0,2,2,2,1,2,3,0,1,3,3,3,1,2,2,1,3,1,1,2,38
454,1,0,0,1,3,2,2,3,2,3,3,2,1,1,0,3,0,2,3,3,2,37
455,2,1,3,0,1,0,1,1,2,0,1,2,3,0,2,1,1,1,1,1,3,27
456,1,3,0,0,1,2,1,2,2,3,1,1,2,0,3,3,3,2,1,3,2,36
457,2,3,2,0,2,0,1,1,3,2,1,0,0,1,2,2,1,3,0,3,3,32
458,1,1,2,0,3,2,1,3,1,2,3,1,1,3,0,3,2,2,0,3,1,35
459,2,2,1,2,1,2,0,2,0,2,2,3,2,3,2,1,1,2,0,0,0,30
460,0,1,3,0,1,3,0,2,2,0,0,3,1,3,2,0,1,2,1,0,3,28
461,1,3,0,0,3,2,1,2,0,0,0,0,0,0,2,2,3,3,2,0,2,26
462,3,2,1,3,1,2,2,1,1,2,1,0,1,0,2,0,0,1,2,1,1,27
463,1,0,0,2,2,0,3,3,0,1,1,1,1,0,0,2,2,2,2,2,3,28
464,0,2,1,3,2,1,2,1,3,1,0,1,0,1,0,1,0,2,2,1,2,26
465,1,2,0,0,0,0,2,2,3,2,1,1,1,0,0,2,0,3,2,1,2,25
466,3,1,2,2,1,0,2,0,3,0,1,0,2,1,2,3,0,2,2,0,3,30
467,2,3,1,0,0,2,3,2,1,2,0,0,3,2,3,2,2,3,3,1,1,36
468,0,3,2,0,0,0,1,2,1,0,3,1,0,1,2,0,2,0,0,3,3,24
469,2,3,0,0,0,1,1,0,3,2,1,3,2,0,1,3,0,2,0,1,3,28
470,1,2,1,3,3,1,2,3,0,1,2,3,1,0,0,0,3,0,1,1,0,28
471,2,1,2,1,1,3,0,3,0,3,1,2,0,3,3,3,0,0,2,0,1,31
472,3,0,0,0,2,1,2,2,2,0,2,0,2,2,3,0,2,0,0,0,3,26
473,2,0,1,0,3,0,2,1,1,0,3,2,1,3,2,3,3,2,2,3,3,37
474,0,3,1,0,1,0,2,2,1,1,0,0,1,3,1,2,1,2,2,1,1,25
475,1,3,3,3,1,3,1,2,2,2,1,1,3,3,2,1,1,2,3,1,3,42
476,0,3,2,0,1,1,1,3,2,0,0,0,2,3,0,0,1,3,3,0,3,28
477,2,1,2,0,0,0,2,0,3,2,2,2,1,2,0,2,2,3,0,2,0,28
478,2,3,1,1,2,3,2,0,2,0,0,2,1,1,3,3,1,3,0,2,2,34
479,1,2,3,3,0,3,0,0,2,2,0,2,0,2,2,3,0,0,1,0,0,26
480,1,3,0,2,1,3,0,3,2,2,0,2,0,3,2,0,3,3,0,3,3,36
481,1,3,3,2,0,2,0,3,2,1,0,1,0,0,2,0,3,2,3,3,2,33
482,3,2,2,1,3,3,0,3,0,3,3,2,1,0,3,2,1,3,3,2,0,40
483,2,2,0,0,2,0,2,1,2,0,2,0,3,1,0,1,1,1,1,1,3,25
484,2,1,2,0,0,0,0,1,2,2,3,0,0,0,2,0,1,2,0,1,1,20
485,2,3,3,2,0,3,3,2,3,3,2,0,3,2,0,1,3,1,2,0,3,41
486,3,3,0,0,2,2,2,1,0,2,0,0,1,3,1,3,3,0,1,2,3,32
487,0,1,2,2,2,2,0,0,2,1,3,1,1,3,1,3,2,1,0,3,1,31
488,1,2,1,1,2,3,2,0,2,3,2,0,3,0,0,2,2,0,0,0,2,28
489,1,3,0,2,1,2,0,1,3,1,0,0,0,1,1,0,3,1,0,3,2,25
490,2,2,1,2,1,3,2,0,2,2,3,1,1,1,1,1,2,2,2,0,2,33
491,3,3,2,1,3,1,2,0,1,0,2,3,2,2,0,0,3,3,2,0,2,35
492,1,0,0,2,1,2,1,2,0,3,2,3,3,0,3,1,2,2,1,1,0,30
493,3,3,3,2,0,0,3,2,3,0,1,2,0,3,3,2,1,3,0,3,2,39
494,0,2,3,1,0,2,2,0,3,2,2,2,1,2,2,1,3,1,1,3,1,34
495,0,0,3,2,1,1,0,0,3,1,0,3,2,2,0,2,1,1,3,3,0,28
496,0,2,2,3,3,0,3,1,1,1,0,2,1,2,1,0,2,2,1,3,2,32
497,0,1,2,3,2,3,2,0,0,3,0,2,3,0,1,2,1,1,2,1,0,29
498,3,3,2,1,1,0,1,1,2,3,3,3,3,1,1,2,1,1,1,2,2,37
499,0,1,1,0,1,2,3,0,2,1,3,0,1,1,1,0,1,1,1,2,2,24
500,1,2,1,2,3,0,0,2,1,3,2,1,2,0,2,3,0,2,1,3,0,31
501,0,1,1,1,1,2,0,0,0,1,3,2,1,0,0,3,1,3,1,1,2,24
502,2,0,3,3,3,1,1,0,3,1,2,2,3,0,2,2,0,2,3,2,0,35
503,0,1,3,2,0,2,0,3,2,1,1,1,0,3,2,2,1,0,1,2,3,30
504,0,1,2,1,2,1,1,0,3,0,1,0,1,3,3,1,1,3,2,2,2,30
505,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12
506,0,0,2,3,0,3,1,2,1,3,2,2,3,2,3,0,1,1,3,1,1,34
507,2,3,1,3,0,0,2,0,0,0,0,1,1,0,2,3,2,2,0,3,3,28
508,0,2,1,2,2,3,0,3,3,3,1,1,3,2,2,0,0,0,1,3,1,33
509,1,2,1,3,1,3,1,1,2,2,0,2,0,1,3,3,3,0,2,2,3,36
510,1,1,2,3,1,3,1,2,1,1,3,2,2,1,2,3,0,2,3,3,2,39
511,1,3,3,3,2,2,1,1,2,1,1,3,2,2,2,1,1,2,1,0,3,37
512,0,0,3,1,0,3,3,1,2,3,0,2,0,0,0,1,3,0,3,2,3,30
513,2,0,0,3,3,2,0,3,1,2,0,0,2,3,3,3,2,1,3,3,1,37
514,0,0,0,0,0,3,1,2,1,3,3,2,0,0,0,3,1,3,1,3,0,26
515,3,0,2,2,3,3,0,2,0,3,3,2,3,3,0,0,2,2,0,1,2,36
516,2,2,2,3,1,1,2,2,2,3,0,1,2,2,2,3,3,0,3,3,0,39
517,3,3,2,3,0,3,1,1,2,1,2,3,1,2,3,2,3,3,3,2,0,43
518,1,0,0,0,2,1,3,2,0,3,3,1,1,1,2,3,1,0,1,0,2,27
519,0,0,2,1,2,0,1,2,2,0,3,0,2,3,0,2,2,0,3,3,0,28
520,2,3,3,2,1,3,3,1,1,2,3,1,3,0,1,2,0,2,2,2,2,39
521,0,2,1,0,3,3,1,0,1,3,2,0,2,1,3,2,3,3,2,2,2,36
522,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15
523,0,3,3,2,3,1,1,2,3,0,1,2,0,2,0,0,2,3,2,1,3,34
524,0,3,3,0,3,0,1,2,1,1,3,0,3,0,1,2,0,2,1,3,2,31
525,2,3,3,1,0,0,3,3,0,2,2,3,1,3,0,1,0,3,3,0,3,36
526,2,3,2,0,3,3,2,0,2,1,0,3,1,0,3,1,0,3,3,3,3,38
527,0,2,1,2,0,1,2,1,1,3,1,3,1,2,3,0,1,2,0,3,3,32
528,1,1,1,3,2,1,2,0,0,2,1,3,3,1,3,0,2,0,3,3,3,35
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2,1,0,2,0,2,2,1,2,3,1,1,2,2,0,0,2,3,0,2,2,30
531,1,0,3,3,1,1,0,1,2,2,1,0,2,2,2,2,3,2,1,1,1,31
532,0,2,3,3,3,3,2,1,1,1,0,3,2,0,0,1,2,0,1,0,2,30
533,3,0,0,2,1,2,2,3,3,3,3,3,0,2,2,2,2,0,3,2,2,40
534,0,2,2,1,1,3,3,3,3,3,1,2,2,1,3,0,3,0,3,0,3,39
535,1,2,3,3,0,1,2,3,3,0,1,0,1,1,1,1,2,0,3,2,2,32
536,1,0,1,3,1,2,2,3,0,2,2,3,0,0,0,1,2,0,3,3,3,32
537,2,3,1,0,3,0,2,3,1,1,3,1,2,0,3,3,1,2,0,1,1,33
538,3,3,3,2,2,2,0,2,0,2,1,2,0,0,3,2,2,3,0,1,2,35
539,3,2,0,3,3,0,2,0,3,3,3,2,2,2,3,1,2,2,1,3,1,41
540,3,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,20
541,2,1,3,0,0,2,1,2,3,1,1,2,1,3,2,2,3,3,0,0,2,34
542,3,1,3,1,2,3,1,0,0,3,3,0,1,3,1,0,0,1,0,0,2,28
543,1,3,1,2,1,2,1,3,0,3,3,1,1,1,3,2,3,2,1,1,3,38
544,3,1,3,2,0,3,1,3,2,2,3,3,1,0,1,1,0,0,0,3,2,34
545,2,3,3,3,0,3,2,3,0,2,2,0,2,1,0,0,3,3,1,0,2,35
546,3,3,0,1,1,0,3,1,1,1,0,0,2,1,3,1,0,0,0,3,2,26
547,1,2,3,3,3,1,3,1,2,3,0,2,3,1,0,0,1,1,2,1,2,35
548,0,3,2,3,1,3,3,0,0,1,1,1,0,0,3,0,1,1,1,3,0,27
549,0,2,1,0,3,0,3,1,1,0,0,0,1,1,0,2,3,3,0,2,1,24
550,1,2,3,1,2,1,3,1,0,2,1,3,2,2,2,0,0,1,1,3,1,32
551,2,3,1,0,3,3,3,2,3,0,0,1,1,1,3,0,2,3,2,1,1,35
552,1,1,2,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,16
553,3,3,2,1,0,3,1,1,3,1,2,2,0,3,1,1,3,1,1,1,2,35
554,0,3,2,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,26
555,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,22
556,0,2,3,1,2,2,0,1,1,2,3,3,1,3,0,1,3,1,1,1,1,32
557,1,3,0,1,0,1,1,2,2,1,0,3,0,3,0,2,3,2,2,2,2,31
558,0,2,1,1,3,2,0,1,1,0,3,1,1,1,0,2,1,2,3,2,3,30
559,1,0,1,3,1,0,0,1,1,0,1,1,3,3,1,0,1,3,3,1,3,28
560,2,1,1,0,3,1,0,0,0,3,1,2,1,3,0,3,0,2,2,0,3,28
561,1,3,3,0,3,0,3,1,1,2,3,2,3,2,0,2,2,0,1,0,2,34
562,1,0,2,2,1,0,1,1,0,0,0,0,0,0,1,1,3,1,0,0,2,16
563,1,2,2,3,3,3,2,1,1,1,2,3,3,2,2,3,1,1,2,0,3,41
564,0,0,3,2,1,3,0,2,0,2,1,2,0,0,2,0,3,3,0,2,2,28
565,1,2,0,1,0,1,0,3,1,2,0,1,2,0,3,0,1,1,0,3,3,25
566,0,1,2,1,2,3,2,1,0,0,3,3,3,3,1,3,2,3,0,2,0,35
567,1,2,0,2,1,3,1,2,3,3,0,1,2,1,0,2,0,3,3,3,3,36
568,3,0,2,3,2,0,2,0,1,2,0,2,0,0,1,3,3,1,0,1,3,29
569,0,2,0,3,0,0,0,0,2,0,0,1,1,1,0,3,3,0,3,0,2,21
570,1,1,3,1,1,3,0,0,3,2,0,2,3,1,1,3,0,2,0,0,3,30
571,1,0,0,0,2,1,1,0,3,0,3,1,1,1,3,2,3,3,3,3,3,34
572,2,2,3,3,0,2,1,1,2,0,2,1,1,1,0,3,1,3,2,1,0,31
573,3,2,3,2,1,0,2,3,2,1,0,3,1,0,0,3,0,3,3,1,2,35
574,0,2,2,2,3,2,0,1,1,2,2,0,2,3,1,2,2,2,0,3,2,34
575,1,1,3,1,2,2,0,2,0,0,0,0,0,0,3,0,0,2,3,3,3,26
576,2,2,3,0,0,0,1,1,0,3,2,2,1,0,2,2,0,0,2,3,0,26
577,1,3,3,0,0,1,3,2,2,3,1,3,0,0,3,1,0,2,1,2,0,31
578,3,2,3,2,0,0,2,3,2,0,0,3,1,3,0,3,2,0,0,0,3,32
579,2,3,2,1,0,3,0,3,3,1,3,3,3,0,2,0,3,1,1,1,2,37
580,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
581,3,1,3,2,0,0,3,1,0,1,2,1,3,3,2,2,0,3,3,0,0,33
582,1,0,0,2,0,3,2,0,0,0,0,2,0,3,0,0,1,2,2,2,0,20
583,1,0,2,0,1,2,1,3,0,3,3,3,0,1,1,1,3,3,3,0,2,33
584,3,1,1,1,1,2,0,2,2,3,3,2,1,2,1,3,0,0,1,1,1,31
585,1,0,3,1,2,2,1,3,0,0,0,0,1,0,2,3,0,0,3,0,0,22
586,3,1,1,3,1,3,0,3,1,0,2,0,2,0,2,2,1,1,1,2,3,32
587,1,2,3,1,0,3,1,3,0,0,0,0,3,2,0,1,2,3,2,2,1,30
588,3,0,2,2,2,1,0,0,1,2,2,0,0,2,0,3,3,2,2,3,3,33
589,1,0,2,3,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,16
590,0,1,1,2,1,3,0,2,3,2,1,1,3,1,2,3,1,2,1,2,1,33
591,1,1,2,0,1,2,0,1,3,0,3,3,3,2,3,2,2,3,1,2,2,37
592,0,1,1,1,0,3,2,2,3,0,0,0,0,0,0,0,1,3,2,0,3,22
593,2,3,1,0,1,3,1,2,2,0,1,0,2,1,2,3,2,0,3,0,0,29
594,2,0,3,0,1,1,0,2,2,3,2,1,0,2,0,0,0,1,3,2,0,25
595,1,2,3,2,3,2,2,1,2,0,2,2,2,2,0,0,0,1,0,3,1,31
596,2,2,3,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2,20
597,3,2,2,3,2,0,0,3,0,1,3,2,1,2,2,3,0,3,2,2,2,38
